borough,actual,forecast,naive,centre,samp_sd,origin_wave,target_wave,covid,lo_samp,hi_samp,cov_samp,lo_cal,hi_cal,cov_cal
E09000028,69.01016235351562,70.09351730490884,72.643456,69.89009232910138,1.792527442242796,3,4,0,66.94138468661198,72.83879997159077,True,63.5107357744211,76.26944888378165,True
E09000029,68.10374450683594,57.57409382769728,54.191685,57.563771739723265,1.750585577272342,3,4,0,54.68405846511026,60.44348501433627,False,51.216011360278465,63.911532119168065,False
E09000030,67.34980010986328,66.5674659340454,66.41702,65.72345048832025,1.849981385934682,3,4,0,62.680231108457704,68.7666698681828,True,59.29986134479326,72.14703963184725,True
E09000031,66.09874725341797,62.547489515786914,61.07023,62.433183296477296,1.8222656038809464,3,4,0,59.43555637809314,65.43081021486145,False,56.03106798724644,68.83529860570816,True
E09000032,79.07360076904297,71.00178087254817,73.822075,70.64148167737258,1.7094847318894424,3,4,0,67.82937929341445,73.45358406133072,False,64.32410618522951,76.95885716951565,False
E09000033,69.69541931152344,68.04489495634667,69.0653,67.54088546548671,1.7981995714764683,3,4,0,64.58284717040792,70.4989237605655,True,61.15721067379975,73.92456025717367,True
E09000002,51.80702209472656,51.208093376927884,47.47515,51.11722288738173,1.3774303588678247,4,5,1,48.851349947044156,53.3830958277193,True,45.02333303995087,57.21111273481259,True
E09000003,60.547821044921875,59.58330753951302,57.065647,59.649948825102456,1.5829268771037117,4,5,1,57.04603411226685,62.25386353793806,True,53.422454535856694,65.87744311434822,True
E09000004,51.67815017700195,62.089829764585275,59.21923,62.471038428945555,1.5373260831813056,4,5,1,59.942137022112306,64.9999398357788,False,56.27453492968486,68.66754192820625,False
E09000005,56.058589935302734,56.847384345017886,56.303345,56.5576444585249,1.583904003089406,4,5,1,53.952122373442826,59.16316654360697,True,50.329477904335995,62.7858110127138,True
E09000006,69.4453353881836,67.01338927727595,66.07583,66.87940388396014,1.708646431936632,4,5,1,64.06868050342437,69.6901272644959,True,60.5626421176152,73.19616565030508,True
E09000007,64.22218322753906,68.69911060459175,67.45159,68.42679593700932,1.8814063314796514,4,5,1,65.33188252172529,71.52170935229334,False,61.9785556856716,74.87503618834702,True
E09000008,58.57530975341797,61.13667122584337,58.751083,60.787312386687475,1.8487115951198212,4,5,1,57.74618181271537,63.82844296065958,True,54.364712565834964,67.20991220753999,True
