variable,in_waves,n_waves,first_wave,last_wave,label_y_latest,value_scheme_stable,schemes_seen
ACTYRA_ROWINGWATER_R04,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Rowing (on water),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_ROWING_H06,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Rowing,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_ROWMACHINE_P13,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Rowing machine,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYLEAG13_Q17,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: 13 a-side rugby league,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYLEAGTAG_Q19,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Tag or other rugby league,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYLEAGTOUCH_Q18,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Touch rugby league,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYLEAGUE_F04,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Rugby League,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYUN15_Q13,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: 15 a-side rugby union,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYUN7_Q15,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Rugby sevens,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYUNION_F03,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Rugby Union,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYUNTAG_Q16,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Tag or other rugby union,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUGBYUNTOUCH_Q14,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Touch rugby union,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUNATHMULTI_C11,1;2;3;4;5;6;7;8,8,1,8,"Done 1-3 months ago: Running, athletics or multi-sports",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUNJOG_U07,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Running or jogging,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_RUNNING_L03,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Running,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SAILING_H07,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Sailing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SCUBA_H12,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Scuba diving or snorkelling,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SHOOTING_J08,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Shooting,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SHOTGUN_S10,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Shotgun,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SKATEBOARDING_L17,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Skateboarding,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SKIING_T01,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Skiing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SKIPPING_P26,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Skipping,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SKITTLES_I09,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Skittles,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SLEDDING_K02,1;2;3;4;5;6;7;8,8,1,8,"Done 1-3 months ago: Sledding, luge, tobogganing",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SNOOKER_I06,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Snooker,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SNOWBOARDING_T02,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Snowboarding,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SNOWSPORT_K01,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Snowsport,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SPORTCOUNT_A01,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Sport (count definition),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SPORTFUND_A02,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Sport (fund definition),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SPORTPRE2016_A03,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Sport (pre-2016 definition),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SPORTTRAD_B07,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Traditional Sport,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SQUASH_G04,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Squash,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_STEPMACHINE_P14,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Step machine,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SURFING_H11,1;2;3;4;5;6;7;8,8,1,8,"Done 1-3 months ago: Surfing, board surfing, body boarding or kite surfing",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SURFING_R07,8,1,8,8,"Done 1-3 months ago: Surfing, body surfing or body boarding",YES,[w8] 0=No|1=Yes
ACTYRA_SWIMIN_U02,3;4;5;6;7;8,6,3,8,Done 1-3 months ago: Swimming - Indoors,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SWIMJUST_U01,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Swimming,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SWIMOPEN_U04,3;4;5;6;7;8,6,3,8,Done 1-3 months ago: Swimming - Open water,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SWIMOUTPOOL_U03,3;4;5;6;7;8,6,3,8,Done 1-3 months ago: Swimming - Outdoor pool,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_SWIM_L01,1;2;3;4;5;6;7;8,8,1,8,"Done 1-3 months ago: Swimming, diving or water polo",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TABLETENNIS_G03,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Table Tennis,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TAEKWONDO_J05,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Taekwondo,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TAICHI_J06,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Tai Chi,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TEAMSPORT_C05,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Team sports,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TENNIS_G01,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Tennis,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TENPIN_I04,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Ten-pin bowling,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TRACKANDFIELD_L02,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Track and field athletics,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TRAMPOLINING_U25,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Trampolining,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TREADMILL_P15,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Treadmill,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_TRIATHLON_L05,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Triathlon,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_VOLLEYBALL_F10,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Volleyball,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WALKALL_C01,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Walking,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WALKLEISURE_B01,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Walking for leisure,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WALKTRAV_B02,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Walking for travel,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WATERCLASS_P08,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Water-based class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WATERPOLO_U06,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Water polo,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WATERSKIING_H10,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Waterskiing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WATERSPORTS_D02,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Water sports,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WEIGHTLIFTING_P19,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Weightlifting or powerlifting,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WEIGHTSCLASS_P09,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Weights-based class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WEIGHTS_E04,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Weights session,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WHEELCHBASKETBALL_F08,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Wheelchair Basketball,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WHEELCHRUGBY_F05,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Wheelchair Rugby,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WINTER_C10,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Winter sports,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_WRESTLING_J09,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Wrestling,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_XFIT_P23,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Cross fit,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_XTRAINING_P21,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Cross training,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_XTRAINMACHINE_P11,2;3;4;5;6;7;8,7,2,8,Done 1-3 months ago: Cross training machine,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRA_YOGA_P02,1;2;3;4;5;6;7;8,8,1,8,Done 1-3 months ago: Yoga,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_ABSEILING_H03,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Abseiling,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_ACTPLAY_I10,6;7;8,3,6,8,Done 4-6 months ago: Active play such as throwing or catching a ball or play activities with children,YES,"[w6,7,8] 0=No|1=Yes"
ACTYRB_ACTTRAV_C03,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Active Travel,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_ADVENTURE_D01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Adventure sports,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_ADVWATERSPORT_C07,1;2;3;4;5;6;7;8,8,1,8,"Done 4-6 months ago: Adventure, outdoor and water sports",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_AIKIDO_S04,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Aikido,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_AIRGUN_S08,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Airgun (including pistol),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_ANGLING_I01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Angling,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_ARCHERY_J01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Archery,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_ATHLETICS_D03,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Athletics,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BADMINTON_G02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Badminton,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BASESOFTBALL_F13,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Baseball or Softball,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BASKETBALL_F07,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Basketball,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOCCIA_L11,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Boccia,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BODYWEIGHT_P25,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Body weight exercises,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOOTCAMP_P22,1;2;3;4;5;6;7;8,8,1,8,"Done 4-6 months ago: Bootcamp (e.g. drill sergeant, military fitness)",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOULES_L12,1;2;3;4;5;6;7;8,8,1,8,"Done 4-6 months ago: Boules, petanque, deck bowls",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOWLSBOULES_C12,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Bowls or boules,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOWLSCARPET_U18,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Carpet bowls,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOWLSCROWNGREEN_U19,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Crown green bowls,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOWLSFLATGREEN_U20,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Flat green bowls,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOWLSSHORTMAT_U23,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Short mat bowls,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOWLS_L10,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Bowls,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOXCLASS_P03,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Boxing class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOXINGTRAD_S01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Boxing (traditional),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_BOXING_J02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Boxing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CANOEING_H09,1;2;3;4;5;6;7;8,8,1,8,"Done 4-6 months ago: Canoeing, kayaking, rafting or paddleboarding",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CANOE_R09,8,1,8,8,"Done 4-6 months ago: Canoeing, kayaking or rafting",YES,[w8] 0=No|1=Yes
ACTYRB_CARDIOCLASS_P04,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cardio class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CAVING_H02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Caving or pot holing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CHEERLEADING_L15,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cheerleading,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CIRCUITS_P20,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Circuit training,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CLIMBBOULD_H16,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Climbing or bouldering,NO,"[w1,2]  || [w3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CLIMBWALL_R02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Climbing or bouldering wall,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_COMBATTARGET_C09,1;2;3;4;5;6;7;8,8,1,8,"Done 4-6 months ago: Combat sports, martial arts or target sports",YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CORECLASS_P05,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Core strength class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CRICKETLONG_Q06,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Long form cricket match (e.g. 40-50 overs),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CRICKETNETPRAC_Q09,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cricket nets or practice,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CRICKETOTH_Q12,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Other cricket,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CRICKETSHORT_Q07,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Short form cricket match (e.g. 20:20),YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CRICKET_F02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cricket,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CROQUET_I05,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Croquet,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCALL_C02,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Cycling,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCBMX_N03,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: BMX,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCCROSS_N06,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cyclo-cross,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCLECLASS_P06,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cycle class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCLEISSPORT_B03,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Cycling for leisure and sport,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCLEISURE_N01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cycling for leisure,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCMOUNTAIN_N02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Mountain biking,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCROAD_N04,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Road cycling or racing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCTRACK_N05,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Track cycling,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYCTRAV_B04,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cycling for travel,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_CYC_OLD_M02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Cycling_old,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DANCEALL_C04,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Dance,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DANCEART_B05,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Creative or artistic dance,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DANCECLASS_P07,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Dance-based class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DANCEOTHER_O01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Other types of dancing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DARTS_I08,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Darts,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DIVING_U05,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Diving,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DODGEBALL_F12,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Dodgeball,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_DRIVINGRANGE_U10,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Driving range,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EQUESTDRESSAGE_U15,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Dressage,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EQUESTEVENTING_U16,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Eventing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EQUESTHACKING_U12,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Hacking or pony trekking,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EQUESTOTHER_U17,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Other horse riding,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EQUESTSCHOOLING_U13,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Schooling,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EQUESTSHOWJUMP_U14,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Show jumping,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EQUEST_L09,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Equestrian,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EXBIKE_P12,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Exercise bike,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EXMACHINESOTHER_P16,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Other exercise machine,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_EXMACHINES_E03,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Exercise machines,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FELLRUNNING_L04,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Fell running,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FENCING_J03,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Fencing,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FITCLASS_E02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Fitness class,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FITNESS_B06,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Fitness activities,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FOOTBALL11_Q01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: 11 a-side football,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FOOTBALLOTHER_Q05,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Other football,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FOOTBALLSMALL_Q02,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Small sided football,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FOOTBALLWALK_Q04,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Walking football,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FOOTBALL_F01,1;2;3;4;5;6;7;8,8,1,8,Done 4-6 months ago: Football,YES,"[w1,2,3,4,5,6,7,8] 0=No|1=Yes"
ACTYRB_FREEWEIGHTS_P18,2;3;4;5;6;7;8,7,2,8,Done 4-6 months ago: Free weights,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
